id,name,publisher_id,country_id,year_began,year_ended,is_surrogate,notes,url
1498,Editora Globo S/A,5494,29,NULL,NULL,0,NULL,NULL
1499,Ideals Publishing Corp.,1920,225,NULL,NULL,0,Milwaukee Wis.,NULL
1500,Bélier Press,7027,225,NULL,NULL,0,Post Office Box C Gracie Station New York N.Y. 10028,NULL
1501,Rip Off Press Inc.,570,225,NULL,NULL,0,San Francisco Calif.,NULL
1502,Potlatch Publications,3020,36,NULL,NULL,0,One Duke Street Hamilton Ontario Canada L8P 1W9,NULL
1503,Links Books,7207,225,NULL,NULL,0,33 West 60 St New York N.Y. 10023,NULL
1505,Slab-O-Concrete Publications,4814,75,NULL,NULL,0,NULL,NULL
1506,Euroclub Italia,518,106,NULL,NULL,0,NULL,NULL
1507,Editions Ansaldi Bruxelles,5754,20,NULL,NULL,0,NULL,NULL
1508,Nostalgia Press Inc.,325,225,NULL,NULL,0,Box 293 Franklin Square N.Y. 11010.,NULL
1509,Arborcides Press,6201,225,2009,NULL,0,NULL,http://www.arborcides.com/
1510,Dude Comics,5082,65,1998,2006,0,NULL,NULL
1511,Dude Comics CB,5082,65,1999,2001,0,NULL,NULL
1512,Racing Comics,7211,11,1997,1997,0,NULL,NULL
1513,Radio Comix,977,225,NULL,NULL,0,NULL,NULL
1514,Xanadu Publishing Inc,3595,225,NULL,NULL,0,NULL,NULL
1515,ACG-America's Comic Group,802,36,NULL,NULL,0,NULL,NULL
1516,Lead Publishing Co. Ltd.,2521,225,1989,1990,0,NULL,NULL
1517,Gazette Bok,3511,160,NULL,NULL,0,NULL,NULL
1518,Glénat Italia,518,106,1987,1993,0,NULL,NULL
1519,Avon Books,1855,225,NULL,NULL,0,A division of The Hearst Corporation 959 Eighth Ave. New York N.Y. 10019,NULL
1520,Glide Publications,7213,225,NULL,NULL,0,330 Ellis St. San Francisco Calif. 94102.,NULL
1521,Spark Publications,149,225,NULL,NULL,0,NULL,NULL
1523,Twin Circle,7215,225,NULL,NULL,0,NULL,NULL
1524,Another Rainbow Publishing Inc.,457,225,NULL,NULL,0,P.O. Box 2206 Scottsdale Ariz. 85252.,NULL
1525,Treasure Hour Books,5365,75,NULL,NULL,0,Cesta House 146-152 Holloway Road London N7.,NULL
1526,Sirius Comics,499,225,1985,1986,0,NULL,NULL
1527,Creston Publications Corporation,185,225,1943,1953,0,NULL,NULL
1528,Edition Rhein-Trio,7208,40,1991,2002,0,NULL,NULL
1529,Elmsfire Books,7208,40,2002,NULL,0,NULL,NULL
1530,K. G. Murray Publishing Company,270,14,1947,1975,0,"The indicia source for this publisher has ""the"" in lower case letters unlike the usual ""The"" in ""The K. G. Murray Publishing Company Pty. Ltd."" It is also missing the ""Pty. Ltd."" This wording might suggest early transitional wording before the more common company name and regular use of ""Colour Comics Pty. Ltd.""",NULL
1531,Dargaud Publishing International Ltd.,439,225,NULL,NULL,0,2 Lafayette Ct. Greenwich Conn. 06830.,NULL
1532,Sanoma Magazines Finland Oy,3229,67,NULL,NULL,0,NULL,NULL
1533,Suomen sähkölaitosyhdistys,3229,67,NULL,NULL,0,NULL,NULL
1534,Emotional Content LLC,7217,225,NULL,NULL,0,NULL,NULL
1535,Abbeville Press Inc.,389,225,NULL,NULL,0,NULL,NULL
1536,Tony Raiola,497,225,NULL,NULL,0,P.O. Box 14361 Long Beach Calif. 90803.,NULL
1537,Uitgeversmaatschappij Williams Nederland B.V.,296,159,NULL,NULL,0,NULL,NULL
1538,Coöp. Centrale Raiffeisen-Boerenleenbank B.A.,7072,159,NULL,NULL,0,NULL,NULL
1539,IDW Publishing / Nightsky GrimJack / arrogant MGMS Co-production,1977,225,2005,NULL,0,NULL,http://www.idwpublishing.com/
1540,The Eastern Color Printing Company,51,225,NULL,NULL,0,NULL,NULL
1541,At Last Entertainment,4580,225,2011,NULL,0,NULL,NULL
1542,JNCO Comics,6211,225,1998,1998,0,JNCO Comics a division of JNCO Industries and Revatex Inc.,NULL
1543,Vital Publications Inc,3325,225,NULL,NULL,0,Vital Publications Inc New York 13 N.Y.,NULL
1544,Normic Press a/s,1582,160,NULL,NULL,0,NULL,NULL
1545,Harwell Publications Inc.,236,225,1953,1954,0,NULL,NULL
1546,Uitgeverij Semic BV,3027,159,1984,1985,0,Gevestigd in Amsterdam.,NULL
1547,Baldakijn Boeken b.v.,3029,159,NULL,NULL,0,NULL,NULL
1549,Charlton Comics Grp.,50,225,1963,1967,0,NULL,NULL
1550,Marvel Frontier Comics,78,75,1993,1994,0,NULL,NULL
1551,Idea and Design Works LLC,1977,225,NULL,NULL,0,NULL,NULL
1552,Tom Doherty Associates LLC,432,225,NULL,NULL,0,NULL,NULL
1553,Media Publications Inc.,252,225,NULL,NULL,0,"Editorial address is 1775 Broadway NY NY. Indicia states ""Printed In Canada"".",NULL
1554,Dusk Books L.L.C.,7229,225,2004,NULL,0,NULL,NULL
1555,Sticky Nipple Funny Books Inc,6201,225,2008,NULL,0,NULL,http://www.arborcides.com/
1556,Lorne-Harvey Publications,590,225,2005,2005,0,NULL,NULL
1557,Robinson,7228,75,1983,NULL,0,"Originally a separate publisher it merged with ""Constable & Co"" forming ""Constable & Robinson"" in 1999.",http://www.constablerobinson.com/
1558,TheNextArt Verlag,7230,54,2003,NULL,0,NULL,http://www.thenextart.de/
1559,Pen & Ink Comics,753,225,1993,1996,0,NULL,NULL
1560,Uitgeverij Oberon bv,3315,159,NULL,NULL,0,NULL,NULL
1561,Glen Kel Publishing Co. Inc.,70,225,NULL,NULL,0,NULL,NULL
1563,Glen-Kel Pub. Co. Inc.,70,225,1942,1953,0,NULL,NULL
1564,Bastei-Verlag Gustav H. Lübbe,1798,54,NULL,NULL,0,NULL,NULL
1565,Taschen GmbH,994,54,NULL,NULL,0,NULL,http://www.taschen.com
1566,Vortex Magazine,483,225,1982,1987,0,NULL,NULL
1567,Sanoma Osakeyhtiö,3229,67,1904,1981,0,"Parent publisher's Sanoma web site history says the comics publishing unit changed to Sanomaprint in 1982.INDUCKS shows 1981 issues under this ""Publisher"" and 1982 issues under Sanomaprint.",http://www.sanoma.com
1568,Eureka Productions,4595,225,NULL,NULL,0,NULL,NULL
1569,Elvifrance s.a.r.l.,4535,72,1972,NULL,0,NULL,NULL
1570,Eclipse Comics,490,225,1985,1985,0,NULL,NULL
1571,Byrån för Europeiska gemenskapernas officiella publikationer,1964,129,NULL,NULL,0,NULL,NULL
1572,Oficina de Publicaciones de la Unión Europea,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1573,Office des publications de l’Union européenne,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1574,Bureau voor publicaties van de Europese Unie,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1575,Amt für Veröffentlichungen der Europäischen Union,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1576,Publications Office of the European Union,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1577,Ufficio delle pubblicazioni dell'Unione europea,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1578,Editorial Televisa S.A. de C.V.,7151,150,NULL,NULL,0,NULL,NULL
1579,Marvel Comics,1133,225,NULL,NULL,0,NULL,NULL
1580,Atomeka,662,225,NULL,NULL,0,NULL,NULL
1581,Shooting Star Comics LLC,2423,225,NULL,NULL,0,NULL,NULL
1582,Hamster Press,3222,225,NULL,NULL,0,NULL,NULL
1583,Pines Publications Limited,1972,225,NULL,NULL,0,NULL,NULL
1584,Captain Silver Syndicate Inc.,2713,225,1949,1949,0,NULL,NULL
1585,Soil Conservation Society of America,3384,225,NULL,NULL,0,NULL,NULL
1586,Robert Lankford,6169,225,NULL,NULL,0,NULL,NULL
1587,Don Bosco Multimedia,7233,225,NULL,NULL,0,NULL,NULL
1588,Kampanas Hellas Α.Β.Ε.Ε. Οργανισμός Περιοδικού Τύπου,6044,86,NULL,NULL,0,NULL,NULL
1589,Ηλίας Καμπανάς Α.Β.Ε.Ε. Οργανισμός Εκδόσεων,6044,86,NULL,NULL,0,NULL,NULL
1590,Μαμούθ Comix ΕΠΕ,6866,86,NULL,NULL,0,NULL,NULL
1591,Last Gasp Inc.,351,225,1970,NULL,0,NULL,NULL
1592,AS Landbruksforlaget,2942,160,NULL,NULL,0,NULL,NULL
1593,12 Gauge Comics LLC,5893,225,NULL,NULL,0,NULL,NULL
1594,Half Dead Comix,5728,36,2000,2000,0,NULL,NULL
1595,Publikationsbyrån,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1596,Den Europæiske Unions Publikationskontor,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1597,L-Uffiċċju tal-Pubblikazzjonijiet tal-Unjoni Ewropea,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1598,Υπηρεσία Εκδόσεων της Ευρωπαϊκής Ένωσης,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1599,Euroopa Liidu Väljaannete Talitus,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1600,Euroopan unionin julkaisutoimisto,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1601,Apraxia Comix,5708,225,1993,1993,0,NULL,NULL
1602,Carrot Publications,7241,225,1996,NULL,0,Address: R. R. 1 Box 376 Bethel VT 05032.,NULL
1603,M.B.D.,7243,72,1985,NULL,0,NULL,NULL
1604,Tiden Norsk Forlag,1573,160,NULL,NULL,0,NULL,NULL
1605,Verlag Thomas Tilsner,920,54,NULL,NULL,0,NULL,NULL
1606,Comic Archiv Verlag,7244,54,NULL,NULL,0,NULL,NULL
1607,Nick Maandag,4445,36,2007,NULL,0,NULL,NULL
1608,Dennis Förlags AB,1211,189,NULL,NULL,0,NULL,NULL
1609,mg/publishing,5735,54,NULL,NULL,0,NULL,NULL
1610,Center-Förlaget,1532,189,NULL,NULL,0,NULL,NULL
1611,Az Európai Unió Kiadóhivatala,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1612,Oifig na bhFoilseachán,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1613,Oficiul pentru Publicaţii al Unionii Europene,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1614,Úrad pre vydávanie publikácií Európskej únie,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1615,Eiropas Savienības Publikāciju birojs,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1616,Serviço das Publicações Oficiais da União Europeia,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1617,Uitgeverij Born BV,5944,159,NULL,NULL,0,NULL,NULL
1618,Úřad pro publikace Evropské unie,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1619,Europos Sąjungos leidinių biuras,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1620,Urad za publikacije Evropske unije,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1621,Служба за публикации на Европейския съюз,1964,129,NULL,NULL,0,NULL,http://bookshop.europa.eu
1622,Victoria (Tory) Woollcott,7251,36,2009,NULL,0,NULL,NULL
1623,Sanoma's Men's Magazines,3093,159,2009,2011,0,NULL,NULL
1624,Serieplaneten,6502,189,2010,NULL,0,NULL,NULL
1625,Grosset and Dunlap Inc.,4281,225,NULL,NULL,0,NULL,NULL
1626,Hallden Publications Inc.,1974,225,1958,NULL,0,"First address listed: ""163 Pratt Street Meriden Conn.""",NULL
1627,A/S Interpresse,4551,56,NULL,NULL,0,NULL,NULL
1628,kaboom!,2547,225,2011,NULL,0,Full indicia publisher name: kaboom! a division of Boom Entertainment Inc.New indicia publisher started April 2011.,NULL
1629,De Geïllustreerde Pers BV,3259,159,NULL,NULL,0,NULL,NULL
1630,Oberon BV,3031,159,NULL,NULL,0,NULL,NULL
1631,Sharon Ma,6136,225,NULL,NULL,0,NULL,NULL
1632,Humorama Inc.,78,225,1954,1981,0,Published numerous gag cartoon magazines.,NULL
1633,Allan Dorison,6137,225,NULL,NULL,0,NULL,NULL
1634,Bogfabrikken,849,56,NULL,NULL,0,NULL,NULL
1635,Chris Brown,6138,225,NULL,NULL,0,NULL,NULL
1636,Allied Comics,6509,225,NULL,NULL,0,NULL,NULL
1637,Semic Press Oy,7260,67,NULL,NULL,0,NULL,NULL
1638,Kustannus Oy Semic,7260,67,NULL,NULL,0,NULL,NULL
1639,Helsingissä Kustannusosakeyhtio Otava,3470,67,NULL,NULL,0,NULL,NULL
1640,Spotlight Dupuis,3361,20,1985,NULL,0,NULL,NULL
1641,National Lampoon Magazine,4607,225,1970,NULL,0,NULL,NULL
1642,Semic Press AB och Carlsen Comics,1519,189,NULL,NULL,0,NULL,NULL
1643,EDI-MONDE S.A.R.L.,3937,72,1947,NULL,0,"fr.wikipedia.org:""Édi-Monde est un groupe de presse français créé en 1947 par l'association de Paul Winkler et du groupe Hachette.""",NULL
1644,Indian Life Books,7277,36,1989,2001,0,NULL,NULL
1645,Comic Verlagsges. mbH,7249,54,NULL,NULL,0,NULL,NULL
1646,Edition 52,1127,54,NULL,NULL,0,NULL,NULL
1647,Moewig-Verlag,5290,54,NULL,NULL,0,NULL,NULL
1648,Frew Publications Pty. Limited,2022,14,1956,NULL,0,Dating for this indicia publisher is uncertain. It probably started earlier and finished later. Frew used variations of its name over the years and the changes help undated comics to be fixed to a particular period.,NULL
1649,Stamp Comics Inc.,202,225,NULL,NULL,0,Used in Stamp Comics starting with issue 5.,NULL
1650,Cinebook Ltd,4266,75,NULL,NULL,0,NULL,http://www.cinebook.co.uk
1651,Volksverlag Linden GmbH,5018,54,NULL,NULL,0,NULL,NULL
1652,New Friday Publications Inc.,77,225,1940,1942,0,Dan Gilmor owner publisher and editor at Friday Inc. bought out the Your Guide company including comics and astrology magazine Operating out of his regular office. He left publishing at the end of the year and the comics were taken over by his business manager Lev Gleason.,NULL
1653,Pantagruel Forlag AS,7293,160,NULL,NULL,0,NULL,NULL
1654,Williams Nederland B.V.,296,159,NULL,NULL,0,Adresgegevens (1973):Postbus 5028Naarden,NULL
1655,BAHIA Verlag GmbH,7295,54,NULL,NULL,0,NULL,NULL
1656,Nemo Publishing LLC,4780,225,2008,NULL,0,NULL,http://www.captneli.com
1657,Boiselle-Löhmann-Verlag,7296,54,NULL,NULL,0,NULL,NULL
1658,Wick Comics,7301,54,1999,NULL,0,NULL,NULL
1659,Yen Press Hachette Book Group,4593,225,NULL,NULL,0,NULL,NULL
1660,Custom Comic Services,7305,225,1988,1992,0,18 Red Barn Lane West Milford NJ 07480 and P.O. Box 50028 Austin TX 78763.,NULL
1661,Northstar Publishing,657,225,NULL,NULL,0,NULL,NULL
1662,Marvel Comics; Wizard Entertainment,1133,225,1999,1999,0,NULL,NULL
1663,Raw Books & Graphics,3691,225,1977,NULL,0,NULL,NULL
1664,Raw Books,3691,225,1977,NULL,0,NULL,NULL
1665,MareSilva,5048,160,NULL,NULL,0,NULL,NULL
1666,A.R.M. Comics,7308,225,2003,NULL,0,NULL,NULL
1667,Faraos Cigarer,1318,56,NULL,NULL,0,NULL,NULL
1668,Kult Editionen,5732,54,NULL,NULL,0,NULL,NULL
1669,Edition Bikini,5732,54,NULL,NULL,0,NULL,NULL
1670,Pyramid Communications Inc.,310,225,NULL,NULL,0,NULL,NULL
1671,Pan Books Ltd.,5994,75,NULL,NULL,0,NULL,NULL
1672,Popular Library Inc.,2354,225,NULL,NULL,0,NULL,NULL
1673,Sheed and Ward Inc.,600,225,1971,NULL,0,NULL,NULL
1674,Sheed Andrews and McMeel Inc.,600,225,1977,NULL,0,NULL,NULL
1675,Penthouse International Ltd.,3287,225,NULL,1996,0,NULL,NULL
1676,Book House,5155,75,NULL,NULL,0,NULL,http://www.book-house.co.uk
1677,Blue Dolphin Enterprises Inc.,427,225,NULL,NULL,0,NULL,NULL
1678,Eagle Production,7310,54,NULL,2003,0,NULL,NULL
1679,Young World Productions Ltd.,1901,75,1964,NULL,0,NULL,NULL
1680,SEMIC,1847,160,NULL,NULL,0,NULL,NULL
1681,Marvel Comics,4980,75,NULL,NULL,0,"Regularly listed as ""Marvel Comics a division of Panini UK Limited"". Replaced by Panini Publishing.",NULL
1682,Color Comics Pty. Ltd.,270,14,1948,1961,0,This variation of the publisher name with the U.S. spelling of 'color' was used only for a brief period in K. G. Murray's early period.,NULL
1683,Kalyani Navyug Media Pvt Ltd,7319,101,NULL,NULL,0,NULL,NULL
1684,Photo-Type Press Pty. Ltd.,1064,14,1963,1965,0,Dating for this publisher is uncertain but the name was only used at most for two to three years around 1964.,NULL
1685,Warner Books,546,225,1978,1986,0,NULL,NULL
1686,Uitgeverij Drukkerij Jumbo-Offset,7322,159,NULL,NULL,0,NULL,NULL
1687,Print Mint,374,225,1968,NULL,0,NULL,NULL
1688,Gutenberghus-Bladene,5346,56,NULL,NULL,0,NULL,http://www.serieforlaget.dk/
1689,Hoffman International,3729,225,2002,NULL,0,Published by Matt Hoffman via Hoffman International P.O. Box 339 Placitas NM 87043.Contact: HoffmanINTL@Hotmail.com,http://www.mikehoffman.com/
1690,Delta Verlagsgesellschaft mbH,677,54,NULL,NULL,0,NULL,NULL
1691,Edition Quasimodo,7334,54,NULL,NULL,0,NULL,NULL
1692,All Verlag,7336,54,NULL,NULL,0,NULL,NULL
1693,Norbert Dargatz Verlag,7314,54,NULL,NULL,0,NULL,NULL
1694,Walter Lehning Verlag,3110,54,NULL,NULL,0,NULL,NULL
1695,Nostalgie-Comic-Verlag,7337,54,NULL,NULL,0,NULL,NULL
1696,NC-Comics,7337,54,NULL,NULL,0,NULL,NULL
1697,Neuer Tessloff Verlag,5292,54,NULL,NULL,0,NULL,NULL
1699,Westwind Forlag,3458,160,NULL,NULL,0,NULL,NULL
1700,Thaumaturge Productions,7345,225,1995,1995,0,8 Thrush Street Carpentersville IL 60110-1636,NULL
1701,IBH Publishers,6078,101,NULL,NULL,0,NULL,NULL
1702,Bundeszentrale für gesundheitliche Aufklärung,7338,54,NULL,NULL,0,NULL,NULL
1703,India Book House Education Trust,6078,101,NULL,NULL,0,NULL,NULL
1704,India Book House Limited,6078,101,NULL,NULL,0,NULL,NULL
1705,India Book House Pvt. Ltd.,6078,101,NULL,NULL,0,NULL,NULL
1706,Hansjoachim Bernt Verlag,6991,54,NULL,NULL,0,NULL,NULL
1707,Comics Conspiracy Publications,3134,225,NULL,NULL,0,NULL,NULL
1708,Alfons Semrau Verlag,5293,54,NULL,NULL,0,NULL,NULL
1709,Rädler Verlag,6926,54,NULL,NULL,0,NULL,NULL
1710,Viper Comics,2510,225,NULL,NULL,0,NULL,http://vipercomics.com/
1711,Secret Acres,7348,225,2008,NULL,0,NULL,NULL
1712,History Graphics Press,7350,225,2011,NULL,0,NULL,http://www.historygraphicspress.com/
1713,Marius Jacobsen,7349,160,2011,NULL,0,NULL,NULL
1714,Liquid Comics,7347,225,2011,NULL,0,NULL,http://liquidcomics.com
1715,Perennial Library,1171,225,1964,2005,0,Changes its name to HarperPerennial in 2005.,NULL
1716,Uitgeverij De Harmonie,4040,159,NULL,NULL,0,NULL,http://www.deharmonie.nl
1717,Gevacur AG,5295,40,NULL,NULL,0,NULL,NULL
1718,Kölling & Sohn Verlag,7354,54,1964,1968,0,NULL,NULL
1720,Harvey Enterprises Inc.,76,225,1947,1966,0,NULL,NULL
1721,Limelight Publishing,1816,225,1998,1998,0,NULL,NULL
1722,Demervalls produktion,2103,189,NULL,NULL,0,NULL,NULL
1723,Demervalls,2103,189,NULL,NULL,0,NULL,NULL
1724,United Publications,6254,75,1998,NULL,0,NULL,NULL
1725,Silver Dragon Books Inc,7361,225,2010,NULL,0,NULL,http://www.silverdragonbooks.com
1726,Forlaget Carlsen,5363,56,NULL,NULL,0,NULL,NULL
1727,Wizards of the Coast,4294,225,NULL,NULL,0,NULL,NULL
1728,One Percent Press,7359,225,2004,NULL,0,NULL,NULL
1729,Mean Dog Comics,4445,36,2011,NULL,0,NULL,NULL
1730,Liar Comics,906,36,NULL,NULL,0,NULL,NULL
1731,Comic Companie Verlagsges. mbH,7363,54,NULL,NULL,0,NULL,NULL
1732,Uitgave SAF BV,7364,159,NULL,NULL,0,NULL,NULL
1733,Delaine Derry Green,7365,225,1993,NULL,0,NULL,NULL
1734,Dargaud Benelux; Oberon,4434,159,NULL,NULL,0,NULL,NULL
1735,Creators Edge Press,7366,225,2010,NULL,0,NULL,NULL
1736,Dell Publishing Company,61,225,NULL,NULL,0,NULL,NULL
1737,McCombs Publications,76,225,NULL,NULL,0,NULL,NULL
1738,Arcana Comics Inc.,3161,36,NULL,NULL,0,NULL,NULL
1739,Editorial Barba,7367,150,1960,1965,0,Dating for this publisher is unknown. The dates shown are based on the likely dates of undated comics published.,NULL
1740,Highwater Press,7004,36,NULL,NULL,0,NULL,http://www.highwaterpress.com/
1741,Crown Publishers,2216,225,NULL,NULL,0,NULL,NULL
1742,Square Fish,685,225,NULL,NULL,0,NULL,NULL
1743,Editorial Vid S. A. de C. V.,4516,150,1986,NULL,0,NULL,NULL
1744,Forlaget Langs Lågen,7368,160,NULL,NULL,0,NULL,NULL
1745,Mixx Entertainment,2210,225,1997,2002,0,NULL,NULL
1746,MU Press,652,225,1990,2004,0,NULL,NULL
1747,Able Manufacturing Co.,76,225,NULL,NULL,0,NULL,NULL
1748,Atlas Publishing & Distributing Co. Ltd.,276,75,1950,1963,0,The dates for this indicia publisher are unknown. At a minimum it was used 1960.,NULL
1749,Mykle Illustrasjoner,2916,160,NULL,NULL,0,NULL,NULL
1750,SEMIC/nordisk forlag,1847,160,NULL,NULL,0,NULL,NULL
1751,Stichting Eureducation,7370,159,2005,NULL,0,NULL,http://www.eureducation.nl/
1752,Melzer Verlag GmbH,6990,54,NULL,NULL,0,NULL,NULL
1753,ILLU PRESS Verlagsgesellschaft mbH & Co Editions KG,6919,54,NULL,NULL,0,NULL,NULL
1754,Het Volk N.V.,5037,20,NULL,NULL,0,NULL,NULL
1756,Uitgeverij Prestige,4498,159,NULL,NULL,0,NULL,NULL
1757,Uitgeverij Bee Dee,4709,159,NULL,NULL,0,NULL,NULL
1758,Uitgeverij Rossel,4105,20,NULL,NULL,0,NULL,NULL
1759,Pocket Books,690,225,NULL,NULL,0,NULL,NULL
1760,David Libens,7374,20,2010,NULL,0,NULL,NULL
1761,Daniel French,7372,225,2010,NULL,0,NULL,http://ilikefish.comicgenesis.com/
1762,Redbud Studio Comics,7373,225,2009,NULL,0,NULL,http://homepage.mac.com/robmdavis/RedbudStudio/index.html
1763,Oracle Comics,7375,225,1986,1986,0,NULL,NULL
1764,Dark Horse Comics Inc.; DC Comics,732,225,1997,NULL,0,NULL,NULL
1765,Pyramid Publications Inc.,310,225,NULL,NULL,0,NULL,NULL
1766,Black Bull Entertainment L.L.C.,1963,225,NULL,NULL,0,NULL,NULL
1767,Publicaciones Herrerías S. A.,6564,150,1936,1968,0,NULL,NULL
1769,Dizzy Don Enterprises Limited,2692,36,1946,1946,0,Executive offices: 21 King Street East Toronto Ontario (from indicia of Dizzy Don #22).,NULL
1770,Lombard Uitgaven P.H.,4508,20,NULL,NULL,0,Adresgegevens:Spaaklaan 1-111070 Brussel,NULL
1771,Bokklubbens Barn,1621,160,NULL,NULL,0,NULL,NULL
1772,Belmont Productions Inc.,1881,225,1963,NULL,0,NULL,NULL
1773,America's Best Comics,54,225,1999,1999,0,NULL,http://www.wildstorm.com/
1774,Ediciones Modernas S.A.,3947,150,1951,1962,0,NULL,NULL
1775,Prima Games,2216,225,2006,2007,0,NULL,NULL
1776,Armada,303,225,1995,1996,0,NULL,NULL
1777,U.S.A. Comic Corp.,78,225,1941,1942,0,"Almost certainly a typo for ""U.S.A. Comic Magazine Corp."" this name was used only on four issues of All-Winners Comics all of which were copyright U.S.A. Comic Magazine Corp.",NULL
1778,Uitgeverij Dark Dragon Books,5778,159,NULL,NULL,0,NULL,http://www.darkdragonbooks.com/
1779,Rangsit University,7385,209,NULL,NULL,0,NULL,NULL
1780,Lost Comix,7384,54,NULL,NULL,0,NULL,NULL
1781,Christoph Kotowski,7383,54,NULL,NULL,0,NULL,NULL
1782,Uitgeverij Byblos,5932,20,NULL,NULL,0,Adresgegevens:Emile Wauterstraat 1191020 Brussel,NULL
1783,Zwerchfell Verlag,760,54,NULL,NULL,0,NULL,NULL
1784,Dietmar Müller und Andreas Anger,7196,54,NULL,NULL,0,NULL,NULL
1785,"N.V. Uitgeverij ""DE VRIJBUITER""; N.V. Uitgeverij ""DE SCHORPIOEN""",6968,159,NULL,NULL,0,NULL,NULL
1786,"B.V. Uitgeverij ""DE VRIJBUITER""; N.V. Uitgeverij ""DE SCHORPIOEN""",6968,159,NULL,NULL,0,NULL,NULL
1787,"N.V. Uitg. ""DE SCHORPIOEN""",7390,20,NULL,NULL,0,NULL,NULL
