id,name,country_id,year_began,year_ended,notes,url
9705,O Primeiro de Janeiro,177,NULL,NULL,NULL,NULL
9706,Henrique Torres,177,NULL,NULL,NULL,NULL
9707,Luís Zanoletty,65,1976,1977,NULL,NULL
9708,Les Editions du Triton,72,1978,1980,NULL,NULL
9709,Librairies parallèles,72,1974,1975,NULL,NULL
9710,Dandelion,72,1978,NULL,NULL,NULL
9711,Traditional Comics,225,2009,NULL,Benjamin Marra's publishing moniker.,http://www.traditionalcomics.com/
9712,Huia Publishers,165,2012,NULL,NULL,http://www.huia.co.nz/?sn=1&st=1
9713,Valentine Publications,165,1949,NULL,Publisher based in Wellington.,NULL
9714,Nederlandse Vereniging voor Austisme,159,NULL,NULL,NULL,http://www.autisme.nl/
9715,Switch! Productions,165,2011,NULL,NULL,NULL
9716,Manzoku,173,2005,2013,NULL,NULL
9717,The Library of America,225,1979,NULL,"According to the web site ""The Library of America a nonprofit publisher is dedicated to publishing and keeping in print authoritative editions of America's best and most significant writing.""",http://www.loa.org/
9718,Jonathan Cape and Harrison Smith,225,1927,1931,Sometimes listed as Jonathan Cape & Harrison Smith.  Sometimes listed as Jonathan Cape Harrison Smith.,NULL
9719,Black Slipper,225,1955,1974,NULL,NULL
9720,Onyx Cross Comics,225,2004,2004,Self publisher via the Comixpress service.,NULL
9721,Cory Mathis,165,2010,NULL,NULL,NULL
9722,Sole Agents Marketing Services [NZ] Ltd.,165,1950,NULL,Company associated with John G. Helleur.,NULL
9726,Dagens Næringsliv,160,NULL,NULL,NULL,NULL
9727,Stash Press,225,1968,1979,"Publishing arm of ""Student Association for the Study of Hallucinogens Inc."" Founded by James Gamage and Edmund Zerkin in Wisconsin.",NULL
9728,Bibelselskapet,160,1816,NULL,NULL,http://www.bibel.no/Bibelselskapet
9729,Alonso,65,1975,2014,The standard full legal title is Ediciones Alonso S. A.,NULL
9730,Huginn & Muninn,72,2010,NULL,Label de Media-Participations créé en octobre 2010.,https://www.facebook.com/huginnetmuninn
9731,McLean,75,1830,NULL,Publisher of The Looking Glass in London.,NULL
9732,Richard Griffin and Co.,75,1826,NULL,NULL,NULL
9733,Savério Fittipaldi,29,1966,1982,NULL,NULL
9734,Internationale Pers,159,1948,1948,Adresgegevens:Heerengracht 545-549Amsterdam,NULL
9735,Nevada,159,1980,1984,NULL,NULL
9736,Omnibus,72,1988,NULL,NULL,http://www.omnibus.tm.fr/
9737,Éditions Déesse,72,1976,NULL,NULL,http://www.editions-deesse.com/
9738,Konkret,54,1957,NULL,NULL,NULL
9739,Hieronimi,54,1970,1972,NULL,NULL
9740,Bijenkorf,159,1942,1995,Warenhuis doorgaans geen uitgever.,NULL
9741,Softpress,54,1971,NULL,NULL,NULL
9742,Leonardo da Vinci Verlag,54,1989,NULL,NULL,NULL
9743,Widder Press,54,1974,NULL,NULL,NULL
9744,Lukianos,40,1970,NULL,NULL,NULL
9745,Edition Belrose,159,1977,1983,NULL,NULL
9746,McCall Corporation,225,1873,NULL,At various times McCall published McCall's Redbook Bluebook The Saturday Review Popular Mechanics and Better Living magazines.  Most of these contained cartoons.The company continues as a publisher of sewing patterns having sold the magazines at various times with the sale of McCall's being the last in 2002.,http://www.mccall.com/home.html
9747,Postgiro,159,1976,1984,NULL,NULL
9748,Darcy Megan Stanger,225,1991,NULL,Self-publishing by Dame Darcy before she was published by Fantagraphics.,NULL
9749,Editori Laterza,106,1901,NULL,NULL,http://www.laterza.it/
9750,Par Publishing,225,1942,1947,NULL,NULL
9751,José Ruy Pinto,177,1960,1960,NULL,NULL
9752,Moa-Merc Press,165,1983,NULL,NULL,NULL
9753,Van Goor,159,1839,NULL,Eén van de oudste uitgevers uit het Nederlandstalig gebied. Vooral bekend van jeugdboeken.Werd in de jaren 1970 overgenomen door Het Spectrum maar bleef als imprint zelfstandig herkenbaar.,NULL
9754,Funtime Comics,165,1991,NULL,A comics collective based in Christchurch who publish an annual comics anthology.,http://www.funtime.comics.org.nz/
9755,Jared Lane,165,2001,NULL,NULL,NULL
9756,Deep South Publications,165,1984,1985,NULL,NULL
9757,Myriad Publications,225,1995,NULL,NULL,http://www.myriadpubs.com/
9758,Het Salon,20,2006,2007,Adresgegevens:Belfortstraat 439000 Gent,NULL
9759,Parterre,159,2002,2004,NULL,http://www.parterre.nl/
9760,Wiebe J. Berkhuizen,159,1999,1999,NULL,NULL
9761,Mike Garley,75,2014,NULL,NULL,NULL
9762,U. P. James,225,1831,NULL,Founded by Uriah Pierson James soon after his arrival in Cincinnati in 1831. In 1847 he entered into a partnership with his brother Joseph as J.A. and U.P. James. The new firm flourished over the next years. Uriah's elder son took on his publishing business.,NULL
9763,Gemini Verlag,54,1971,NULL,NULL,NULL
9764,Europress,20,NULL,NULL,NULL,NULL
9765,Charlton Neo,225,2015,NULL,NULL,NULL
9766,Forlaget RW,56,2015,NULL,Den danske del af italienske RW Edizioni.,http://www.forlagetrw.dk/
9767,Bikkel,159,1995,1996,Adresgegevens:Jacob Catsstraat 1138265 XN Kampen,NULL
9768,Climax,159,1997,1997,NULL,NULL
9769,Biedrība Grafiskie stāsti,130,2007,NULL,NULL,http://www.komikss.lv/
9770,Pauper Press,75,NULL,NULL,NULL,NULL
9771,Secession,13,2002,NULL,NULL,http://www.secession.at/
9772,Virago,75,1973,NULL,NULL,http://www.virago.co.uk/
9773,Harrison Smith & Robert Haas,225,1932,1936,Merged with Random House in 1936.,NULL
9774,Uphill Battle Boekpromotie,159,2005,NULL,Adresgegevens:Visscherplein 160 k223511 LX Utrecht,http://www.uhb.nl/
9775,Charles Plymell,225,NULL,NULL,Poet and publisher of many small press publications.,NULL
9776,Greg Noll,225,NULL,NULL,Surfing pioneer,NULL
9777,Dalmau,65,1979,1982,NULL,NULL
9778,Jil,159,2014,NULL,NULL,NULL
9779,Human Monster Press,225,NULL,NULL,NULL,NULL
9780,Tuatara Press,165,1995,1997,NULL,NULL
9781,CEMSA / C. E. M. S. A.,150,1952,1953,NULL,NULL
9782,Editiones Mexicanas Asociadas,150,1958,1959,NULL,NULL
9783,Doug Hansen,225,1973,1975,"A Fresno-based cartoonist. The future creator of ""Animal Bite Comix.""",NULL
9784,Misjonsbilen,160,1962,1962,NULL,NULL
9785,Primavera,65,NULL,NULL,NULL,NULL
9786,Tom Hart,225,NULL,NULL,NULL,http://www.tomhart.net/
9787,Sam Sharpe,225,NULL,NULL,NULL,http://sambsharpe.com/gags/gags_page22.html
9788,Revival House Press,225,2009,NULL,Portland Oregon and LA California-based publisher. Founded by Dave Nuss,http://www.revivalhousepress.com/
9789,Reader's Digest,225,1922,NULL,NULL,http://www.rd.com/
9790,Drippy Bone Books,225,2007,NULL,Founded by Kristy Foom Mario Zoots and Keenan Marshall Keller. Based in Amsterdam Denver and Los Angeles,http://www.drippybonebooks.com/
9791,Study Group Comics,225,NULL,NULL,Founded by Zack Soto,http://studygroupcomics.com/main/
9792,Gerald Jablonski,225,2002,NULL,NULL,NULL
9793,Lale Westvind,225,2009,NULL,NULL,http://lalewestvind.com/index.php?/home/main/
9794,Sonatina Comics,225,2011,NULL,San Francisco-based publisher founded by Scott Longo.,http://sonatinacomics.us/
9795,Rainbow,106,1995,NULL,NULL,http://www.rbw.it/en/
9796,Ediciones Recreativas S. A.,65,1949,1989,NULL,NULL
9797,Hipgnosis,75,1968,1983,Company was a graphic design firm.  Uncertain if they published or designed for others but at least one comic designed by them has no other firm's name on it.,NULL
9798,Benitez Productions,225,2015,NULL,NULL,http://www.joebenitez.com/
9799,Moon Press Productions,225,1977,NULL,NULL,NULL
9800,Hoarse and Buggy Productions,225,2004,2006,NULL,NULL
9801,Publications Limited,14,1929,NULL,NULL,NULL
9802,A & W Publishers,225,NULL,NULL,NULL,NULL
9803,Galatea,20,1987,1999,NULL,NULL
9804,Billy Mavreas,36,2003,NULL,NULL,NULL
9805,Space Face Books,225,2012,NULL,NULL,http://spacefacebooks.com/
9806,Museum Meermanno | Huis van het boek,159,NULL,NULL,NULL,NULL
9807,Amazing & Uncanny Comics,159,2012,2012,Opgericht door Aimée de Jongh en Kenny Rubenis.,http://www.amazinguncanny.nl/
9808,Kenny Rubenis,159,2011,2012,NULL,NULL
9809,ZintenZ,159,NULL,NULL,NULL,NULL
9810,Black Jack Comics,225,2012,NULL,NULL,http://www.blackjackcomics.net/
9811,Tango,159,1973,1975,Gevestigd in Leiden.,NULL
9812,Opal Quill Ltd.,75,1982,1986,NULL,NULL
9813,Editorial Pastanaga,65,1975,NULL,NULL,NULL
9814,Random House Books,165,2011,NULL,NULL,http://www.randomhouse.co.nz/
9815,Éditions Actuel,72,1968,NULL,NULL,NULL
9816,Angelo Quattrocchi,106,1979,NULL,NULL,NULL
9817,Flaneur Comics,216,NULL,NULL,NULL,NULL
9818,Mainmise,36,1970,1978,Quebec-based underground publisher.,http://mainmise.ca/
9819,Editions des Egraz - Yverdon,36,1972,NULL,NULL,NULL
9820,Éditions Anthracite,72,1995,1995,Apparently only a single book was published.,NULL
9821,Noah Van Sciver,225,2006,NULL,NULL,https://nvansciver.wordpress.com/
9822,Edições Afrontamento,177,1963,NULL,NULL,http://www.edicoesafrontamento.pt/estudos-literaacuterios.html
9823,Intruder,225,2012,NULL,Seattle-based collective.,http://intrudercomics.com/
9824,Max Badger,225,2013,NULL,NULL,http://maxbadger.com/
9825,Fulgencio Pimentel,65,2006,NULL,Fundado por César Sánchez,http://www.fulgenciopimentel.com/
9826,Ollie Schrauwen,20,NULL,NULL,NULL,http://ollieschrauwen.blogspot.com/
9827,Gal Editora,29,2007,NULL,NULL,http://www.galeditora.com.br/
9828,Leslie Stein,225,NULL,NULL,NULL,http://majesticcreature.tumblr.com/
9829,Tim Lane,225,NULL,NULL,NULL,https://jackienoname.wordpress.com/
9830,Centrala,173,2007,NULL,NULL,http://centrala.org.uk/
9831,Dame Darcy,225,NULL,NULL,NULL,http://damedarcy.com/
9832,Libri Impressi,177,2008,NULL,Founded by Manual Caldas,http://www.manuelcaldas.com/
9833,Rotland Press + Comic Works,225,2010,NULL,Founded and editor: Ryan Standfest,http://rotlandpress.com/
9834,Ediciones Valientes,65,2007,NULL,NULL,http://cargocollective.com/edicionesvalientes
9835,Craig Petersen,165,1995,1996,A self-publishing venture featuring a local-superhero team comic published in Auckland.,NULL
9836,Dealer Man Comics,165,2004,2009,NULL,NULL
9837,Geyrat,255,1906,1931,NULL,NULL
9838,Turbo Comics,159,1985,1994,NULL,NULL
9839,Equinox Cooperative Press Inc.,225,1932,NULL,Founded by Lynd Ward.,NULL
9840,Pulhan Yayınları,216,NULL,NULL,NULL,NULL
9841,NiWi,159,NULL,NULL,NULL,http://www.niwi.net/
9842,Area48,159,NULL,NULL,NULL,http://www.area48comic.nl/
9844,Socialdemokraten,56,NULL,NULL,NULL,NULL
9845,Pulp 2.0 Press,225,2010,NULL,NULL,http://pulp2ohpress.com/
9846,Éditions IMHO,72,2003,NULL,NULL,http://www.imho.fr/
9847,Editorial Periférica,65,2012,NULL,NULL,http://www.editorialperiferica.com/
9848,Nihat Özcan,216,1957,1957,According to I.N.D.U.C.K.S. there are 8 issues to this series.http://coa.inducks.org/compmag.php?image=on&country=tr&title1=miki+maus&entrycodeh3=,NULL
9849,Hakkı Bigeç,216,1970,1971,According to I.N.D.U.C.K.S. there are 35 issues in this series.http://coa.inducks.org/compmag.php?image=on&country=tr&title1=miki+maus&entrycodeh3=,NULL
9850,Le Troisième Homme éditions,72,2014,NULL,NULL,NULL
9851,Wilson Publishing Company,225,1982,NULL,Operated at least in 1982 and 1983.  Operated from Wakefield Rhode Island.,NULL
9852,Titanic,54,1979,NULL,NULL,NULL
9853,Zebra Publications,225,NULL,NULL,NULL,NULL
9854,L'Apocalypse,72,2011,NULL,Fondateur: Jean-Christophe Menu,http://www.lapo.fr/
9855,Gaze Books,225,2010,NULL,Founded by Blaise Larmee,http://gazebooks.com/
9856,Éditions Mécanique Générale,36,2001,NULL,Founded by Sébastien Trahan and Jimmy Beaulieu,http://editionsmecaniquegenerale.com/
9857,La mauvaise tête,36,2012,NULL,Founded by Vincent Giard and Sébastien Trahan.,http://www.mauvaisetete.com/?page_id=453
9858,B.ü.L.b comix,40,1997,NULL,NULL,http://www.bulbfactory.ch/comix/index.php
9859,Ward Ritchie Press,225,1932,1974,NULL,NULL
9860,Frans Masereel,40,NULL,NULL,NULL,NULL
9861,De Geus,159,1983,NULL,NULL,http://www.degeus.nl/
9862,Ediciones Récord,11,1971,NULL,NULL,NULL
9863,Rattapallax Inc.,225,NULL,NULL,NULL,http://www.rattapallax.com/
9864,Jim Woodring,225,1980,NULL,NULL,http://www.jimwoodring.com/
9865,Het Spectrum,159,1935,NULL,NULL,http://www.unieboekspectrum.nl/
9866,Futuredude Entertainment,225,2014,NULL,NULL,http://futuredude.com/
9867,BMC Group,20,1993,1996,NULL,NULL
9868,Espee; Het Spectrum,159,1981,1981,NULL,NULL
9869,Lannoo; Het Spectrum,159,NULL,NULL,NULL,NULL
9870,Stivoro,159,1974,2013,NULL,http://stivoro.nl/
9871,Éditions Sarbacane,72,2003,NULL,NULL,http://editions-sarbacane.com/
9872,Comic Design,159,1984,1984,NULL,NULL
9873,Rick Geary,225,NULL,NULL,NULL,http://www.rickgeary.com/
9874,Nautilus Dreams,225,1983,1983,NULL,NULL
9875,J2 Communications,225,1994,1998,"Headed by James P. Jimirro. The company acquirred National Lampoon magazine in late 1990. The magazine kept using the old ""NL Communications Inc."" indicia publisher name until 1994.",NULL
9876,Neofelis,72,2012,NULL,NULL,http://www.neofelis-editions.com/
9877,Original Watts,72,2012,NULL,NULL,http://www.originalwatts.com/
9878,Libellus,95,2004,NULL,NULL,NULL
9879,Les Éditions sans frontières,72,NULL,NULL,NULL,NULL
9880,Atomic Book Company,225,2005,NULL,Imprint of the long running Baltimore book store.,http://atomicbookcompany.blogspot.com/
9881,Seashell Books,225,2008,NULL,NULL,http://myseashellbooks.com/
9882,Heisterkamp; Ivanov-Castrum,159,1970,1971,Samenwerking tussen het Nederlandse Heisterkamp en het Belgische Ivanov-Castrum.,NULL
9883,La Rivière & Voorhoeve,159,NULL,NULL,Gevestigd in Kampen.,NULL
9884,Kum Sung Publishing Co.,117,1965,NULL,Was operating at least as late as 2004.,NULL
9885,Zig-Zag Argentina,11,NULL,NULL,NULL,NULL
9886,Picture Magazines,225,1965,NULL,NULL,NULL
9887,Mohawk Publications,225,1943,NULL,NULL,NULL
9888,Riverstone Design Studio Ltd,165,2013,NULL,Owned by writer/illustrator Paul Martin based in Hamilton.,NULL
9889,CNBDI,72,1990,NULL,Inauguré en 1990 le CNBDI donne naissance en janvier 2008 à la Cité internationale de la bande dessinée et de l'image.,http://librairie.citebd.org/selec-2178/les-publications-de-la-cite/
9890,Our Sunday Visitor Inc.,225,NULL,NULL,A Catholic publisher the majority of its publications are not comics.,https://www.osv.com/Home.aspx
9891,Kiki Post,54,NULL,NULL,NULL,NULL
9892,Yeti Press,225,2011,NULL,Founded by RJ Casey and Eric Roesner,http://www.yetipress.com/
9893,Editioral Codex,11,1950,NULL,NULL,NULL
9894,J. Hoste,20,1948,1989,NULL,NULL
9895,De Vrijbuiter; J. Hoste,159,1972,1974,Samenwerking tussen het Belgische J. Hoste en het Nederlandse De Vrijbuiter.,NULL
9896,Planète,72,1961,1972,NULL,NULL
9897,Kessman,40,1840,1855,Librairie allemande de J. Kessman,NULL
9898,Wydawnictwo Komiksowe,173,2013,NULL,NULL,http://www.wydawnictwokomiksowe.pl/
9899,Bao Publishing,106,2009,NULL,NULL,http://www.baopublishing.it/
9900,Mot,53,2000,NULL,Founded by Jakub Němeček and Ivan Stable,http://www.motkomiks.cz/
9901,Pacific Publishing Company,225,1950,NULL,NULL,NULL
9902,Kiepenheuer & Witsch,54,1951,NULL,NULL,http://www.kiwi-verlag.de/
9903,Publicaciones Universalas,11,1950,NULL,NULL,NULL
9904,Banana Tales Press,225,2002,NULL,Banana Tales Press was started by Mark McKenna to self publish his own creations.http://www.markmckennaart.com/,NULL
9905,Semic Española de Ediciones S. A.,65,1963,1969,NULL,NULL
9906,Julian Bond,225,1967,1967,Civil rights leader and former Georgia State representative. Also headed the NAACP and was the first president of the Southern Poverty Law Center.,NULL
9907,Liberty Lobby,225,1958,2001,An anti-semitic far-right organization. Founded by Willis Carto.,NULL
9908,Kukai,225,1971,1971,Hawaii-based publisher,NULL
9909,Apa Apa,65,2008,NULL,NULL,http://www.apaapacomics.com/
9910,Buch Musik & Film Verlag,54,1980,NULL,NULL,NULL
9911,Editorial Ellas S.R.L.,11,1950,NULL,NULL,NULL
9912,Chikuma Shobō,109,NULL,NULL,NULL,http://www.chikumashobo.co.jp/
9913,Publifast,72,NULL,NULL,NULL,NULL
9914,Dubochet,72,1830,1848,À partir de 1830 Jacques-Julien Dubochet est éditeur associé au libraire Alexandre Paulin. Ils éditent notamment La Comédie humaine de Balzac. À partir de 1841 Dubochet est l’éditeur à Paris des œuvres de son cousin Rodolphe Töpffer.En 1843 Dubochet toujours avec Alexandre Paulin s’associe avec Adolphe Joanne et Édouard Charton. Ensemble ils lancent L'Illustration en s’inspirant de l’Illustrated London News. C’est un des premiers journaux à faire paraître en 1845 une bande dessinée : l’Histoire de monsieur Cryptogame de Rodolphe Töpffer xylographiée par Cham.En 1848 il remet son fonds de librairie aux frères Garnier.,NULL
9915,Ackermann,75,1795,1860,NULL,NULL
9916,BEM Graphics Comic Art and Design,36,2011,NULL,Bernie Mireault as a self-publisher. Based in Montreal QC.,NULL
9917,David Fickling Books,75,2013,NULL,Address:31 Beaumont StreetOxford OX1 2NP,http://www.davidficklingbooks.com/
9918,Atrium Verlag,40,1935,NULL,NULL,http://www.atrium-verlag.com/
9919,Fulgencio Pimentel; Editorial Sins Entido,65,2013,NULL,NULL,NULL
9920,Éditions Québec Amérique,36,1974,NULL,Fondées en 1974 par Jacques Fortin,http://www.quebec-amerique.com/
9921,Astronaut Ink,225,NULL,NULL,NULL,http://www.astronautink.com/
9922,Creature Entertainment,225,NULL,NULL,NULL,http://www.creatureentertainment.com/
9923,Future Dude,225,NULL,NULL,NULL,http://futuredude.com/
9924,Wouter Goudswaard,159,NULL,NULL,NULL,http://www.woutergoudswaard.nl/
9925,Wind Publishing,159,2014,NULL,NULL,http://windpublishing.com/
9926,Maison Quantin,72,1886,1917,Albert Quantin est d'abord directeur-associé en 1876 de l'imprimerie de Jules Claye. Située 5 & 7 rue Saint-Benoît la fabrique est agrandie par Albert Quantin.Le succès de l'imprimerie appelée Claye Quantin & May et de la maison d'édition exige des disponibilités financières que Quantin trouve dans la transformation de son entreprise en 1886 en société anonyme dénommée « Compagnie générale d'impression et d'édition » — précédée de la mention « Maison Quantin ». En 1890 elle fusionne avec le groupe des « Imprimeries réunies » représentées par Claude Martinet et Claude Motteroz. La nouvelle association adopte la raison sociale « Librairies-Imprimeries réunies (anc. Maison Quantin Motteroz Morel Martinet) » mais garde l’appellation « Maison Quantin » durant les premières années. Albert Quantin est mentionné durant cette décennie comme éditeur et directeur de publication ses associés étant gérants.,NULL
9927,Martijn Pronk,159,2015,NULL,NULL,NULL
9928,Pop! Goes the Icon,225,2007,NULL,NULL,http://www.popgoestheicon.com/
9929,Retrofit Comics,225,2011,NULL,Founded by Box Brown,http://retrofitcomics.com/
9930,Mark Beyer,225,1978,NULL,NULL,NULL
9931,Z2 Comics,225,2014,NULL,"Founded by Josh Frankel. Formerly titled ""Zip Comics""",http://z2comics.com/
9932,Ticktock Media,75,NULL,NULL,NULL,NULL
9933,Edizioni Quodlibet,106,1993,NULL,NULL,http://www.quodlibet.it/
9934,MamiVerlag,54,2007,NULL,NULL,http://www.mamiverlag.de/neu.html
9935,Ossm Comics,225,2012,NULL,NULL,http://www.ossmcomics.com/
9936,Librairie internationale A. Lacroix Verboeckhoven et Cie,20,1861,1903,NULL,NULL
9937,Renegade Arts Entertainment,36,2009,NULL,NULL,http://www.renegadeartsentertainment.com/
9938,Plon,72,1852,NULL,Fondée en 1852 par Henri Plon et ses deux frères.,http://www.plon.fr/
9939,Политика,239,1974,2001,Series Name: Микијев ЗабавникI.N.D.U.C.K.S. Reference:http://coa.inducks.org/compmag.php?image=on&country=yu&title1=%D0%9C%D0%B8%D0%BA%D0%B8%D1%98%D0%B5%D0%B2+%D0%97%D0%B0%D0%B1%D0%B0%D0%B2%D0%BD%D0%B8%D0%BA+&entrycodeh3=,NULL
9940,Bedside Press,36,2014,NULL,NULL,http://bedsidepress.com/
9941,Ronin Publishing,225,1983,NULL,"Founded by Beverly Potter and Sebastian Orfali. Not to be confused with the role-playing game publisher ""Green Ronin Publishing""",http://www.roninpub.com/
9942,G.W. Dillingham,225,1857,1916,NULL,NULL
9943,Extra People,225,1968,1970,A Providence Rhode Island-based underground newspaper publisher.,NULL
9944,Kleine Reich Ego Funnies,225,1972,1972,NULL,NULL
9945,Géruzet,20,1838,1870,Jules Géruzet né le 31 mars 1817 à Braine en France mort le 4 décembre 1874 à Bruxelles. Éditeur d'Estampes il en diffuse également en provenance de France et d'Angleterre. Il vend aussi des photographies puis deviendra photographe en 1856. En 1843 il édite le premier et seul album de bande dessinée édité en Belgique avant Tintin au pays des Soviets en 1930.,NULL
9946,Phoenix Michael Hug Verlag,54,2000,NULL,NULL,NULL
9947,"Wydawnictwo Harcerskie ""Horyzonty""",173,1966,1977,NULL,NULL
9948,Air Pirates,225,1972,1972,NULL,NULL
9949,Imagerie Pellerin,72,1796,NULL,L’Imagerie Pellerin créée en 1796 absorbe vers 1880 la Nouvelle Imagerie d’Epinal fondée par Charles Pinot en 1860. Créée en 1984 l’Imagerie d’Epinal prolonge l’activité de l’Imagerie Pellerin.,http://www.imagerie-epinal.com/
9950,Egmont Srbija,250,2005,NULL,NULL,NULL
9951,القبس [Al-Qabas],118,2000,2002,NULL,NULL
9952,دار النشار [Dar al-Nashar],2,2004,NULL,NULL,NULL
9953,دار نهضة مصر [Nahdet Misr],62,2003,NULL,NULL,NULL
9954,دار الشروق [Dar Alshorouk],62,NULL,NULL,NULL,NULL
9955,دار الهلال [Dar Al-hilal],62,1956,NULL,NULL,NULL
9956,المركز العربى للنشر والتوزيع [The Arab Center for Publishing],62,NULL,NULL,NULL,NULL
9957,الفطيم لل [Al-Futtaim]; دبي ITP [ITP of Dubai],2,1996,NULL,NULL,NULL
9958,Al-Arabia,2,1994,NULL,NULL,NULL
9959,Egmont Hrvatska,95,1996,NULL,NULL,NULL
9960,Egmont Hungary,97,1994,NULL,NULL,NULL
9961,Милосердие [Mercy],183,1991,NULL,NULL,NULL
9962,Физкультура и Спорт [Physical Education and Sport],201,1988,1991,NULL,NULL
9963,Комико [Comics],250,2014,NULL,NULL,NULL
9964,Beli Put,250,2007,NULL,NULL,NULL
9965,Dogan Egmont,216,1995,NULL,NULL,NULL
9966,Beta Publications,36,1964,1967,NULL,NULL
9967,Kurt Wolff Verlag,54,1913,1930,Publisher of Franz Kafka Heinrich Mann Arnold Zweig and Frans Masereel.,NULL
9968,Éditions du sablier,40,1918,NULL,Co-fondées par Frans Masereel et René Arcos.,NULL
9969,دار المعارف [Dar Al-Maaref],62,NULL,NULL,NULL,NULL
9970,Bonne Presse,20,1962,NULL,NULL,NULL
9971,Frémok,20,2002,NULL,NULL,http://www.fremok.org/
9972,Amok,72,1994,2001,fondée par Yvan Alagbé et Olivier Marboeuf,NULL
9973,Fréon,20,1994,2001,NULL,NULL
9974,Huuda Huuda,67,2006,NULL,NULL,http://www.huudahuuda.com/
9975,Finnish Comics Society; Rackham,72,2013,NULL,NULL,NULL
9976,KutiKuti,67,2006,NULL,NULL,http://www.kutikuti.com/html/
9977,Gazeta Comics,225,2010,NULL,NULL,http://www.gazetacomics.com/
9978,Fabrika knjiga,250,2003,NULL,NULL,http://www.fabrikaknjiga.co.rs/
9979,Canicola Edizioni,106,2005,NULL,NULL,http://www.canicola.net/
9980,BSV Hannover,54,2013,NULL,NULL,http://www.cch-bsv.de/
9981,Grobys,54,1985,1989,NULL,NULL
9982,Just World Books,225,2010,NULL,NULL,http://justworldbooks.com/
9983,Hunter Publishers,14,2008,NULL,NULL,http://hunterpublishers.com.au/
9984,الشركة السعودية للنشر المتخصص [Saudi Specialized Publishing],185,2008,NULL,NULL,NULL
9985,Harvard University Press,225,1913,NULL,NULL,http://www.hup.harvard.edu/
9986,بساط الريح [Flying Carpet],122,1960,NULL,NULL,NULL
9987,Don Marquez,225,2007,NULL,NULL,http://www.cartuneland.com/
9988,Petomies,67,2011,NULL,Founded by Roope Eronen and Amanda Vähämäki,http://petomies.tumblr.com/
9989,Daada,67,2002,NULL,NULL,http://daada.fi/
9990,Boing Being,67,1995,NULL,NULL,http://www.boingbeing.com/
9991,Napa Books,67,1997,NULL,Founded by Jenni Rope and Jussi Karjalainen,http://napabooks.bigcartel.com/
9992,Kulturhuset-Serieteket,189,1996,NULL,Sweden's official comics library.,http://kulturhuset.stockholm.se/Serieteket/
9993,Al Lataif al Musawara,62,1923,NULL,NULL,NULL
9995,Image / Desperado,225,NULL,NULL,NULL,NULL
9996,Streetvirus Publishing,225,NULL,NULL,NULL,NULL
9997,Oily Comics / Retrofit / Big Planet / Uncivilized Books / Peow / Study Group Comics,225,NULL,NULL,NULL,NULL
9998,Mike Hoffman and Jason Crawley,225,2011,NULL,NULL,https://www.etsy.com/shop/blokestomb
9999,Chapterhouse Comics Group,36,2014,NULL,NULL,http://www.chapterhouse.ca/
10000,Comic Syrup Press,36,2015,NULL,NULL,http://comicsyrup.com/
10001,Advocate Printing & Publishing,36,1891,NULL,Alot of small print run independent comics in eastern Canada are made by them.,http://www.advocateprinting.com/
10002,Madefire,225,2012,NULL,Normally a digital only publisher but appears to have printed a giveaway comic.,http://www.madefire.com/
10003,L'employé du Moi,20,2000,NULL,NULL,http://www.employe-du-moi.org/
10004,The Finnish Comics Society; Huuda Huuda,67,2011,NULL,NULL,NULL
10005,Braun & Schneider,54,1843,1944,NULL,NULL
10006,Misma Éditions,72,2004,NULL,NULL,http://www.misma.fr/
10007,Rumi Hara,225,2014,NULL,Self publisher. Born in Japan currently working in New York.,http://www.rumihara.com/
10008,stainlessArt,54,2011,NULL,NULL,NULL
10009,Georgia Webber,36,2013,NULL,Self publisher from Montreal Quebec.,http://georgiasdumbproject.com/
10010,Helah Cooper,36,2012,NULL,NULL,http://helahcooper.tumblr.com/
10011,Д. Мутафчиев,22,1942,NULL,NULL,NULL
10012,Artemis Edinter,177,1983,NULL,NULL,http://www.artemisedinter.com/
10013,Lego Media International,75,2000,NULL,The Lego publisher in the United Kingdom,NULL
10014,Window Comics,36,2011,NULL,NULL,http://www.windowcomics.com/
10015,The Center for Cartoon Studies,225,2006,NULL,NULL,http://www.cartoonstudies.org/
10016,Dawson Walker,36,2014,NULL,NULL,http://dawsonpiselwalker.com/
10017,Introspective Comics [Ryan Dow],225,2011,NULL,NULL,http://ryandow.com/
10018,Nosebleed Comics,36,2014,NULL,Self publisher.,http://nosebleedcomics.tumblr.com/
10019,Swimmers Group,36,2014,NULL,NULL,http://swimmersgroup.com/
10020,Between the Lines,36,1977,NULL,Based in Toronto Ontario. Mostly publishes non-comics.,https://btlbooks.com/
10021,Michael Britt,225,1959,1981,Early publisher of fanzines about E.C. pre-code horror and other comics. Classmate of Robert Crumb in the 1950s.,NULL
10022,Zendrera Zariquey,65,1967,NULL,NULL,NULL
10023,Hashtag Comics,225,2013,NULL,NULL,http://hashtagcomics.com/
10024,Hachette Partworks,75,NULL,NULL,NULL,NULL
10025,Hoëbeke,72,1984,NULL,NULL,http://www.hoebeke.fr/
10026,Rebel Komix,36,2015,NULL,Started from a successful kickstarter campaign to produce the Nyobi comic series.,NULL
10027,Psychosis Productions,36,2014,NULL,Started from a successful kickstarter campaign to produce the Psychosis comic series.,NULL
